YEAR;CULTURAL_SPACE_NAME;WEBSITE;TYPE;PRIMARY_USE;ADDRESS;LOCAL_AREA;OWNERSHIP;SQUARE_FEET;NUMBER_OF_SEATS;ACTIVE_SPACE;Geom;geo_point_2d
2017;AHVA Gallery;http://gallery.ahva.ubc.ca/about/;Museum/Gallery;Museum/Gallery;6398 University Blvd, Vancouver, BC,;UBC;Other;1990;;Yes;"{""coordinates"": [-123.2549451, 49.2639124], ""type"": ""Point""}";49.2639124, -123.2549451
2017;Beaty Biodiversity Museum;http://www.beatymuseum.ubc.ca/about;Museum/Gallery;Museum/Gallery;2212 Main Mall, Vancouver, BC, V6T 1Z4;UBC;Other;20000;;Yes;"{""coordinates"": [-123.251485, 49.2634318], ""type"": ""Point""}";49.2634318, -123.251485
2017;Douglas Udell Gallery;www.douglasudellgallery.com?;Museum/Gallery;Museum/Gallery;1558 W 6th Av, Vancouver, BC, V6J 1R2;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.1399725, 49.2661804], ""type"": ""Point""}";49.2661804, -123.1399725
2017;Federation Gallery;http://artists.ca/federation_gallery;Museum/Gallery;Museum/Gallery;1241 Cartwright St, Vancouver, BC, V6H 4B7;Fairview;Privately Owned;1200;;Yes;"{""coordinates"": [-123.13225, 49.269582], ""type"": ""Point""}";49.269582, -123.13225
2017;Granville Island;;Community Space;Plaza/Park/Band Shell;Granville Island, Vancouver, BC;Fairview;Government;;;Yes;"{""coordinates"": [-123.134845, 49.269463], ""type"": ""Point""}";49.269463, -123.134845
2017;Hastings Mill Store Museum;www.hastings-mill-museum.ca?;Museum/Gallery;Museum/Gallery;1575 Alma St, Vancouver, BC, V6R 3P3;West Point Grey;City of Vancouver;2000;;Yes;"{""coordinates"": [-123.185988, 49.272817], ""type"": ""Point""}";49.272817, -123.185988
2017;Inuit Gallery of Vancouver;www.inuit.com;Museum/Gallery;Museum/Gallery;206 Cambie St, Vancouver, BC, V6B 2M9;Downtown;Privately Owned;;;Yes;"{""coordinates"": [-123.1088083, 49.2842455], ""type"": ""Point""}";49.2842455, -123.1088083
2017;John Hendry Park (Trout Lake);;Community Space;Plaza/Park/Band Shell;3300 Victoria Dr, Vancouver, BC, V5N 4L9;Kensington-Cedar Cottage;Vancouver Park Board/COV;160565;;Yes;"{""coordinates"": [-123.06391, 49.25716], ""type"": ""Point""}";49.25716, -123.06391
2017;Larwill Park;https://en.wikipedia.org/wiki/Larwill_Park;Community Space;Plaza/Park/Band Shell;688 Cambie St, Vancouver, BC, V6B 1T9;Downtown;City of Vancouver;;;Yes;"{""coordinates"": [-123.111836, 49.28042], ""type"": ""Point""}";49.28042, -123.111836
2017;Remington Gallery and Studio;https://www.facebook.com/Remington.Gallery.and.Studio;Museum/Gallery;Museum/Gallery;108 E Hastings St, Vancouver, BC, V6A 4J1;Downtown;Privately Owned;;;Yes;"{""coordinates"": [-123.1019396, 49.281336], ""type"": ""Point""}";49.281336, -123.1019396
2017;Vancouver Access Artist Run Centre;www.accessgallery.ca;Museum/Gallery;Museum/Gallery;222 E Georgia St, Vancouver, BC, V6A 1Z7;Strathcona;Privately Owned;1020;;Yes;"{""coordinates"": [-123.098757, 49.278453], ""type"": ""Point""}";49.278453, -123.098757
2017;Vancouver Holocaust Education Centre;www.vhec.org?;Museum/Gallery;Museum/Gallery;950 W 41st Av, Vancouver, BC, V5Z 2N7;Oakridge;Privately Owned;;;Yes;"{""coordinates"": [-123.126013, 49.233442], ""type"": ""Point""}";49.233442, -123.126013
2017;Vancouver Public Library;www.vpl.ca;Museum/Gallery;Library/Archives;350 W Georgia St, Vancouver, BC, V6B 6B1;Downtown;City of Vancouver;12000;;Yes;"{""coordinates"": [-123.1151119, 49.2804357], ""type"": ""Point""}";49.2804357, -123.1151119
2016;221A Artist Run Centre;www.221a.ca/?;Museum/Gallery;Museum/Gallery;221 E Georgia St, Vancouver, BC, V6A 1Z6;Strathcona;Privately Owned;9000;;Yes;"{""coordinates"": [-123.098796, 49.278786], ""type"": ""Point""}";49.278786, -123.098796
2016;Bill Reid Gallery;www.billreidgallery.ca;Museum/Gallery;Museum/Gallery;639 Hornby St, Vancouver, BC, V6C 2G3;Downtown;Privately Owned;9000;;Yes;"{""coordinates"": [-123.119819, 49.284308], ""type"": ""Point""}";49.284308, -123.119819
2016;Creekside Park;;Community Space;Plaza/Park/Band Shell;1455 Quebec St, Vancouver, BC, V6A 3Z7;Downtown;City of Vancouver;177518;;Yes;"{""coordinates"": [-123.10319, 49.274159], ""type"": ""Point""}";49.274159, -123.10319
2016;Federation Gallery;http://artists.ca/federation_gallery;Museum/Gallery;Museum/Gallery;1241 Cartwright St, Vancouver, BC, V6H 4B7;Fairview;Privately Owned;1200;;Yes;"{""coordinates"": [-123.13225, 49.269582], ""type"": ""Point""}";49.269582, -123.13225
2016;Gallery of BC Ceramics;http://www.bcpotters.com/Gallery/index.php;Museum/Gallery;Museum/Gallery;1359 Cartwright St, Vancouver, BC, V6H 3R7;Fairview;Non-Profit;;;Yes;"{""coordinates"": [-123.134283, 49.270046], ""type"": ""Point""}";49.270046, -123.134283
2016;GMS Observatory;http://www.spacecentre.ca/gms;Museum/Gallery;Garden/Aquarium/Science Centre;1100 Chestnut St, Vancouver, BC, V6J 3J9;Kitsilano;City of Vancouver;2811;;Yes;"{""coordinates"": [-123.144436, 49.276261], ""type"": ""Point""}";49.276261, -123.144436
2016;Granville Fine Arts;www.granvillefineart.com?;Museum/Gallery;Museum/Gallery;2447 Granville St, Vancouver, BC, V6H 3G5;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.1386339, 49.2638926], ""type"": ""Point""}";49.2638926, -123.1386339
2016;Granville Island;;Community Space;Plaza/Park/Band Shell;Granville Island, Vancouver, BC;Fairview;Government;;;Yes;"{""coordinates"": [-123.134845, 49.269463], ""type"": ""Point""}";49.269463, -123.134845
2016;Lattimer Gallery;www.lattimergallery.com?;Museum/Gallery;Museum/Gallery;1590 W 2nd Av, Vancouver, BC, V6J 1H2;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.1406592, 49.2696829], ""type"": ""Point""}";49.2696829, -123.1406592
2016;Spirit Wrestler Gallery;www.spiritwrestler.com;Museum/Gallery;Museum/Gallery;47 Water St, Vancouver, BC, V6B 1A1;Downtown;Privately Owned;;;Yes;"{""coordinates"": [-123.105348, 49.2837331], ""type"": ""Point""}";49.2837331, -123.105348
2016;Trench Gallery;www.trenchgallery.com;Museum/Gallery;Museum/Gallery;148 Alexander St, Vancouver, BC, V6A 1B5;Downtown;Privately Owned;1000;;Yes;"{""coordinates"": [-123.1010921, 49.2839469], ""type"": ""Point""}";49.2839469, -123.1010921
2016;Winsor Gallery;www.winsorgallery.com;Museum/Gallery;Museum/Gallery;258 E 1st Ave, Vancouver, BC, V5T 1A6;Strathcona;Privately Owned;6000;;Yes;"{""coordinates"": [-123.0984496, 49.2689553], ""type"": ""Point""}";49.2689553, -123.0984496
2015;Arts Club Theatre - Production Centre;;Studio/Rehearsal;Workshop;1377 Cartwright St, Vancouver, BC, V6H 3R7;Fairview;Government;11282;;Yes;"{""coordinates"": [-123.1347122, 49.2700047], ""type"": ""Point""}";49.2700047, -123.1347122
2015;BAF Studio;http://www.burrardarts.org/about.html;Museum/Gallery;Museum/Gallery;108 E Broadway Av, Vancouver, BC, V5T 1V9;Mount Pleasant;Privately Owned;2000;;Yes;"{""coordinates"": [-123.102505, 49.262669], ""type"": ""Point""}";49.262669, -123.102505
2015;Circle Craft Co-Operative Shop & Gallery;www.circlecraft.net/;Museum/Gallery;Museum/Gallery;1666 Johnston St, Vancouver, BC, V6H 3S2;Fairview;Government;;;Yes;"{""coordinates"": [-123.135541, 49.272369], ""type"": ""Point""}";49.272369, -123.135541
2015;Contemporary Art Gallery;www.contemporaryartgallery.ca?;Museum/Gallery;Museum/Gallery;555 Nelson St, Vancouver, BC, V6B 6R5;Downtown;Privately Owned;5000;;Yes;"{""coordinates"": [-123.121183, 49.278238], ""type"": ""Point""}";49.278238, -123.121183
2015;Havana Gallery;www.havanarestaurant.ca;Museum/Gallery;Museum/Gallery;1212 Commercial Dr, Vancouver, BC, V5L 3X4;Grandview-Woodland;Privately Owned;;;Yes;"{""coordinates"": [-123.069421, 49.273662], ""type"": ""Point""}";49.273662, -123.069421
2020;Uno Langmann Limited Fine Arts;www.langmann.com;Museum/Gallery;Museum/Gallery;2117 Granville St, Vancouver, BC, V6H 3E9;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.1388698, 49.2666423], ""type"": ""Point""}";49.2666423, -123.1388698
2020;Vancouver Art Gallery;www.vanartgallery.bc.ca;Museum/Gallery;Museum/Gallery;750 Hornby St, Vancouver, BC, V6Z 2H7;Downtown;Government;172320;;Yes;"{""coordinates"": [-123.120932, 49.283158], ""type"": ""Point""}";49.283158, -123.120932
2020;Vancouver Public Library;www.vpl.ca;Museum/Gallery;Library/Archives;350 W Georgia St, Vancouver, BC, V6B 6B1;Downtown;City of Vancouver;12000;;Yes;"{""coordinates"": [-123.1151119, 49.2804357], ""type"": ""Point""}";49.2804357, -123.1151119
2020;Wil Aballe Art Projects;http://www.waapart.com/;Museum/Gallery;Museum/Gallery;1129 E Hastings St, Vancouver, BC, V6A 1S3;Strathcona;Privately Owned;;;Yes;"{""coordinates"": [-123.0829342, 49.2811746], ""type"": ""Point""}";49.2811746, -123.0829342
2017;BC Sports Hall of Fame Museum;www.bcsportshalloffame.com;Museum/Gallery;Museum/Gallery;777 Pacific Blvd S, Vancouver, BC, V6B 4Y8;Downtown;Government;15000;;Yes;"{""coordinates"": [-123.110438, 49.27619], ""type"": ""Point""}";49.27619, -123.110438
2017;Chali-Rosso Gallery;www.chalirosso.com;Museum/Gallery;Museum/Gallery;2250 Granville St, Vancouver, BC, V6H 4H7;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.1384021, 49.2657529], ""type"": ""Point""}";49.2657529, -123.1384021
2017;Gallery Jones;www.galleryjones.com?;Museum/Gallery;Museum/Gallery;258 E 1st Av, Vancouver, BC, V5T 1A6;Strathcona;Privately Owned;;;Yes;"{""coordinates"": [-123.098623, 49.269727], ""type"": ""Point""}";49.269727, -123.098623
2017;Granville Fine Arts;www.granvillefineart.com?;Museum/Gallery;Museum/Gallery;2447 Granville St, Vancouver, BC, V6H 3G5;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.1386339, 49.2638926], ""type"": ""Point""}";49.2638926, -123.1386339
2017;Havana Gallery;www.havanarestaurant.ca;Museum/Gallery;Museum/Gallery;1212 Commercial Dr, Vancouver, BC, V5L 3X4;Grandview-Woodland;Privately Owned;;;Yes;"{""coordinates"": [-123.069421, 49.273662], ""type"": ""Point""}";49.273662, -123.069421
2017;Rennie Collection at Wing Sang;http://renniecollection.org/gallery/wingsang.php;Museum/Gallery;Museum/Gallery;51 E Pender St, Vancouver, BC, V6A 1S9;Downtown;Privately Owned;20000;;Yes;"{""coordinates"": [-123.1031317, 49.2806995], ""type"": ""Point""}";49.2806995, -123.1031317
2016;Ayden Gallery;www.aydengallery.com?;Museum/Gallery;Museum/Gallery;88 W Pender St, Vancouver, BC, V6B 6N9;Downtown;Privately Owned;4100;;Yes;"{""coordinates"": [-123.1071802, 49.2809655], ""type"": ""Point""}";49.2809655, -123.1071802
2016;Ian Tan Gallery;www.iantangallery.com?;Museum/Gallery;Museum/Gallery;2202 Granville St, Vancouver, BC, V6H 4H7;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.1383868, 49.2661646], ""type"": ""Point""}";49.2661646, -123.1383868
2016;John Hendry Park (Trout Lake);;Community Space;Plaza/Park/Band Shell;3300 Victoria Dr, Vancouver, BC, V5N 4L9;Kensington-Cedar Cottage;Vancouver Park Board/COV;160565;;Yes;"{""coordinates"": [-123.06391, 49.25716], ""type"": ""Point""}";49.25716, -123.06391
2016;Lobby Gallery;http://www.ligi.ubc.ca/LobbyGallery.htm;Museum/Gallery;Museum/Gallery;6476 NW Marine Dr, Vancouver, BC,;UBC;Other;200;;Yes;"{""coordinates"": [-123.259146, 49.267681], ""type"": ""Point""}";49.267681, -123.259146
2016;Roedde House;www.roeddehouse.org;Museum/Gallery;Museum/Gallery;1415 Barclay St, Vancouver, BC, V6G 1J6;West End;City of Vancouver;3000;35;Yes;"{""coordinates"": [-123.132187, 49.286863], ""type"": ""Point""}";49.286863, -123.132187
2015;Canadian Music Centre (BC Region);http://www.musiccentre.ca/regions/british-columbia?field_event_region_value_many_to_one=3;Museum/Gallery;Library/Archives;837 Davie St, Vancouver, BC, V6Z 1B7;Downtown;Privately Owned;2680;;Yes;"{""coordinates"": [-123.127484, 49.278055], ""type"": ""Point""}";49.278055, -123.127484
2015;Colbourne House/ Marpole Museum;http://www.marpolehistorical.ca?;Museum/Gallery;Museum/Gallery;8743 Sw Marine Dr, Vancouver, BC, V6P 6A5;Marpole;City of Vancouver;2000;;Yes;"{""coordinates"": [-123.1423354, 49.2064788], ""type"": ""Point""}";49.2064788, -123.1423354
2015;Science World At Telus World Of Science;www.scienceworld.ca?;Museum/Gallery;Garden/Aquarium/Science Centre;1455 Quebec St, Vancouver, BC, V6A 3Z7;Downtown;Government;170000;600;Yes;"{""coordinates"": [-123.103652, 49.273743], ""type"": ""Point""}";49.273743, -123.103652
2015;Spirit Wrestler Gallery;www.spiritwrestler.com;Museum/Gallery;Museum/Gallery;47 Water St, Vancouver, BC, V6B 1A1;Downtown;Privately Owned;;;Yes;"{""coordinates"": [-123.105348, 49.2837331], ""type"": ""Point""}";49.2837331, -123.105348
2015;Teck Gallery;https://www.sfu.ca/galleries/teck-gallery.html;Museum/Gallery;Museum/Gallery;515 W Hastings St, Vancouver, BC, V6B 0B2;Downtown;Privately Owned;625;;Yes;"{""coordinates"": [-123.1119735, 49.2841655], ""type"": ""Point""}";49.2841655, -123.1119735
2015;Writers' Exchange;;Studio/Rehearsal;Workshop;881 E Hastings St, Vancouver, BC, V6A 1R8;Strathcona;Privately Owned;;;Yes;"{""coordinates"": [-123.0853822, 49.2811097], ""type"": ""Point""}";49.2811097, -123.0853822
2014;BAF Studio;http://www.burrardarts.org/about.html;Museum/Gallery;Museum/Gallery;108 E Broadway Av, Vancouver, BC, V5T 1V9;Mount Pleasant;Privately Owned;2000;;Yes;"{""coordinates"": [-123.102505, 49.262669], ""type"": ""Point""}";49.262669, -123.102505
2014;Bill Reid Gallery;www.billreidgallery.ca;Museum/Gallery;Museum/Gallery;639 Hornby St, Vancouver, BC, V6C 2G3;Downtown;Privately Owned;9000;;Yes;"{""coordinates"": [-123.119819, 49.284308], ""type"": ""Point""}";49.284308, -123.119819
2014;Coastal Peoples Fine Arts Gallery Yaletown;http://www.coastalpeoples.com;Museum/Gallery;Museum/Gallery;1024 Mainland St, Vancouver, BC, V6B 2T4;Downtown;Privately Owned;;;Yes;"{""coordinates"": [-123.119591, 49.2762084], ""type"": ""Point""}";49.2762084, -123.119591
2014;Colbourne House/ Marpole Museum;http://www.marpolehistorical.ca?;Museum/Gallery;Museum/Gallery;8743 Sw Marine Dr, Vancouver, BC, V6P 6A5;Marpole;City of Vancouver;2000;;Yes;"{""coordinates"": [-123.1423354, 49.2064788], ""type"": ""Point""}";49.2064788, -123.1423354
2014;Emily Carr Institute of Art + Design 1612 Gallery;;Museum/Gallery;Museum/Gallery;1612 W 3rd Av, Vancouver, BC, V6J 1K2;Fairview;;2833;;Yes;"{""coordinates"": [-123.1411548, 49.2688004], ""type"": ""Point""}";49.2688004, -123.1411548
2014;Granville Island;;Community Space;Plaza/Park/Band Shell;, Vancouver, BC,;Fairview;Government;;;Yes;"{""coordinates"": [-123.134845, 49.269463], ""type"": ""Point""}";49.269463, -123.134845
2014;Great Northern Way Scene Shop;www.gnwshop.ca?;Studio/Rehearsal;Workshop;281 Industrial, Vancouver, BC, V5A 2P2;Strathcona;City of Vancouver;;;Yes;"{""coordinates"": [-123.098432, 49.270087], ""type"": ""Point""}";49.270087, -123.098432
2014;Harrison Galleries;www.harrisongalleries.com;Museum/Gallery;Museum/Gallery;901 Homer St, Vancouver, BC, V6B 2W6;Downtown;Privately Owned;4500;;Yes;"{""coordinates"": [-123.1184779, 49.2784569], ""type"": ""Point""}";49.2784569, -123.1184779
2014;Hill's Native Art;www.hillsnativeart.com;Museum/Gallery;Museum/Gallery;165 Water St, Vancouver, BC, V6B 1A7;Downtown;Privately Owned;;;Yes;"{""coordinates"": [-123.1081528, 49.2844721], ""type"": ""Point""}";49.2844721, -123.1081528
2014;Interurban Gallery;;Museum/Gallery;Museum/Gallery;1 E Hastings St, Vancouver, BC, V6A 1M9;Downtown;Privately Owned;;;Yes;"{""coordinates"": [-123.1043161, 49.2815282], ""type"": ""Point""}";49.2815282, -123.1043161
2014;Jennifer Kostuik Gallery;www.kostuikgallery.com?;Museum/Gallery;Museum/Gallery;1070 Homer St, Vancouver, BC, V6B 2W9;Downtown;Privately Owned;;;Yes;"{""coordinates"": [-123.1211143, 49.2766268], ""type"": ""Point""}";49.2766268, -123.1211143
2014;Oppenheimer Park;;Community Space;Plaza/Park/Band Shell;, Vancouver, BC,;Strathcona;Park Board/COV;;;Yes;"{""coordinates"": [-123.094341, 49.282643], ""type"": ""Point""}";49.282643, -123.094341
2014;PNE Amphitheatre;http://www.49st.com/venue/pne-amphitheatre#info;Community Space;Plaza/Park/Band Shell;2901 E Hastings St, Vancouver, BC, V5K 5J1;Hastings-Sunrise;City of Vancouver;;4500;Yes;"{""coordinates"": [-123.037295, 49.28416], ""type"": ""Point""}";49.28416, -123.037295
2014;Unit/Pitt Projects;www.helenpittgallery.org;Museum/Gallery;Museum/Gallery;236 E Pender St, Vancouver, BC, V6A 1T7;Strathcona;Privately Owned;759;;Yes;"{""coordinates"": [-123.098813, 49.280103], ""type"": ""Point""}";49.280103, -123.098813
2020;221A Artist Run Centre Society;www.221a.ca?;Museum/Gallery;Museum/Gallery;16-1265 Howe St, Vancouver, BC, V6Z 1R3;Downtown;Privately Owned;;;Yes;"{""coordinates"": [-123.0988265, 49.278806], ""type"": ""Point""}";49.278806, -123.0988265
2020;Art Emporium;http://www.theartemporium.ca;Museum/Gallery;Museum/Gallery;2928 Granville St, Vancouver, BC, V6H 3J7;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.1383072, 49.2593906], ""type"": ""Point""}";49.2593906, -123.1383072
2020;Bill Reid Gallery;www.billreidgallery.ca;Museum/Gallery;Museum/Gallery;639 Hornby St, Vancouver, BC, V6C 2G3;Downtown;Privately Owned;9000;;Yes;"{""coordinates"": [-123.119819, 49.284308], ""type"": ""Point""}";49.284308, -123.119819
2020;Djavad Mowafaghian Cinema;http://www.sfu.ca/mecs/facilities/goldcorp-centre-for-the-arts/meeting-rooms/djavadmowafaghian.html;Theatre/Performance;Cinema;149 W Hastings St, Vancouver, BC, V6B 1H4;Downtown;Other;2200;350;Yes;"{""coordinates"": [-123.108528, 49.282364], ""type"": ""Point""}";49.282364, -123.108528
2020;Douglas Udell Gallery;www.douglasudellgallery.com?;Museum/Gallery;Museum/Gallery;1566 W 6th Av, Vancouver, BC, V6J 1R2;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.1422296, 49.2660537], ""type"": ""Point""}";49.2660537, -123.1422296
2020;Fifth Avenue Cinemas;https://www.cineplex.com/Theatre/fifth-avenue-cinemas/;Theatre/Performance;Cinema;2110 Burrard St, Vancouver, BC, V6J 3H6;Kitsilano;Privately Owned;;;Yes;"{""coordinates"": [-123.1455584, 49.2670183], ""type"": ""Point""}";49.2670183, -123.1455584
2020;Granville Fine Arts;www.granvillefineart.com?;Museum/Gallery;Museum/Gallery;2447 Granville St, Vancouver, BC, V6H 3G5;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.1386339, 49.2638926], ""type"": ""Point""}";49.2638926, -123.1386339
2020;Kitsilano Showboat;http://www.kitsilanoshowboat.com/showboat.html;Community Space;Plaza/Park/Band Shell;2300 Cornwall Av, Vancouver, BC, V6K 1B7;Kitsilano;City of Vancouver;1000;;Yes;"{""coordinates"": [-123.1573621, 49.2725956], ""type"": ""Point""}";49.2725956, -123.1573621
2020;Trench Gallery;www.trenchgallery.com;Museum/Gallery;Museum/Gallery;102-148 Alexander St, Vancouver, BC, V6A 1B5;Downtown;Privately Owned;1000;;Yes;"{""coordinates"": [-123.1010921, 49.2839469], ""type"": ""Point""}";49.2839469, -123.1010921
2017;Artstarts in Schools;www.artstarts.com;Museum/Gallery;Museum/Gallery;808 Richards St, Vancouver, BC, V6B 3A7;Downtown;Privately Owned;6000;;Yes;"{""coordinates"": [-123.1179808, 49.2799985], ""type"": ""Point""}";49.2799985, -123.1179808
2017;Catriona Jeffries Gallery;www.catrionajeffries.com?;Museum/Gallery;Museum/Gallery;274 E 1st Av, Vancouver, BC, V5T 1A6;Strathcona;Privately Owned;6500;;Yes;"{""coordinates"": [-123.0980394, 49.2687198], ""type"": ""Point""}";49.2687198, -123.0980394
2017;Dynamo Arts Association;www.dynamoarts.tumblr.com?;Museum/Gallery;Museum/Gallery;30 E 6th Ave, Vancouver, BC, V5T 1J4;Mount Pleasant;Privately Owned;6000;;Yes;"{""coordinates"": [-123.1040486, 49.2653017], ""type"": ""Point""}";49.2653017, -123.1040486
2017;Equinox Gallery;www.equinoxgallery.com;Museum/Gallery;Museum/Gallery;525 Great Northern Way, Vancouver, BC, V5T 1E1;Strathcona;Privately Owned;14000;;Yes;"{""coordinates"": [-123.09226, 49.267609], ""type"": ""Point""}";49.267609, -123.09226
2017;Monte Clark Gallery;www.monteclarkgallery.com;Museum/Gallery;Museum/Gallery;525 Great Northern Way, Vancouver, BC, V5T 1E1;Strathcona;Privately Owned;4000;;Yes;"{""coordinates"": [-123.0921743, 49.26761], ""type"": ""Point""}";49.26761, -123.0921743
2017;The Lab - Vancouver Art and Leisure;http://www.vanartleisure.com/;Studio/Rehearsal;Workshop;101 W 6th Av, Vancouver, BC, V5Y 1K3;Mount Pleasant;Privately Owned;6000;;Yes;"{""coordinates"": [-123.106972, 49.265745], ""type"": ""Point""}";49.265745, -123.106972
2016;CBC Outdoor Stage;http://www.cbc.ca;Community Space;Plaza/Park/Band Shell;700 Hamilton, Vancouver, BC, V6B 2R5;Downtown;Government;2623;;Yes;"{""coordinates"": [-123.114669, 49.279299], ""type"": ""Point""}";49.279299, -123.114669
2016;Cineplex Odeon International Village Cinemas;http://www.cineplex.com/Theatre/Cineplex-Odeon-International-Village-Cinemas;Theatre/Performance;Cinema;88 W Pender St, Vancouver, BC, V6B 6N9;Downtown;Privately Owned;;;Yes;"{""coordinates"": [-123.106621, 49.280474], ""type"": ""Point""}";49.280474, -123.106621
2016;Dynamo Arts Association;www.dynamoarts.tumblr.com?;Museum/Gallery;Museum/Gallery;30 E 6th Ave, Vancouver, BC, V5T 1J4;Mount Pleasant;Privately Owned;6000;;Yes;"{""coordinates"": [-123.1040486, 49.2653017], ""type"": ""Point""}";49.2653017, -123.1040486
2016;Gallery Gachet;www.gachet.org?;Museum/Gallery;Museum/Gallery;88 E Cordova St, Vancouver, BC, V6A 1K2;Downtown;Privately Owned;2600;;Yes;"{""coordinates"": [-123.102645, 49.2821], ""type"": ""Point""}";49.2821, -123.102645
2015;221A Artist Run Centre;www.221a.ca/?;Museum/Gallery;Museum/Gallery;221 E Georgia St, Vancouver, BC, V6A 1Z6;Strathcona;Privately Owned;9000;;Yes;"{""coordinates"": [-123.098796, 49.278786], ""type"": ""Point""}";49.278786, -123.098796
2015;Artspeak Gallery;www.artspeak.ca/?;Museum/Gallery;Museum/Gallery;233 Carrall St, Vancouver, BC, V6B 2J2;Downtown;Non-Profit;990;;Yes;"{""coordinates"": [-123.104299, 49.282941], ""type"": ""Point""}";49.282941, -123.104299
2015;City of Vancouver Archives;www.vancouver.cayour-government/city-of-vancouver-archives.aspx?;Museum/Gallery;Library/Archives;1150 Chestnut St, Vancouver, BC, V6J 3J9;Kitsilano;City of Vancouver;;;Yes;"{""coordinates"": [-123.142663, 49.276084], ""type"": ""Point""}";49.276084, -123.142663
2015;Basic Inquiry;http://www.lifedrawing.org/index.html;Museum/Gallery;Museum/Gallery;1011 Main St, Vancouver, BC, V6A 4L4;Downtown;Privately Owned;;;Yes;"{""coordinates"": [-123.1000334, 49.2758184], ""type"": ""Point""}";49.2758184, -123.1000334
2015;Dynamo Arts Association;www.dynamoarts.tumblr.com?;Museum/Gallery;Museum/Gallery;30 E 6th Ave, Vancouver, BC, V5T 1J4;Mount Pleasant;Privately Owned;6000;;Yes;"{""coordinates"": [-123.1040486, 49.2653017], ""type"": ""Point""}";49.2653017, -123.1040486
2015;Hill's Native Art;www.hillsnativeart.com;Museum/Gallery;Museum/Gallery;165 Water St, Vancouver, BC, V6B 1A7;Downtown;Privately Owned;;;Yes;"{""coordinates"": [-123.1081528, 49.2844721], ""type"": ""Point""}";49.2844721, -123.1081528
2015;John Hendry Park (Trout Lake);;Community Space;Plaza/Park/Band Shell;3300 Victoria Dr, Vancouver, BC, V5N 4L9;Kensington-Cedar Cottage;Vancouver Park Board/COV;160565;;Yes;"{""coordinates"": [-123.06391, 49.25716], ""type"": ""Point""}";49.25716, -123.06391
2015;Kitsilano Showboat;http://www.kitsilanoshowboat.com/showboat.html;Community Space;Plaza/Park/Band Shell;2300 Cornwall Av, Vancouver, BC, V6K 1B7;Kitsilano;City of Vancouver;1000;;Yes;"{""coordinates"": [-123.1573621, 49.2725956], ""type"": ""Point""}";49.2725956, -123.1573621
2015;Or Gallery;www.orgallery.org?;Museum/Gallery;Museum/Gallery;555 Hamilton St, Vancouver, BC, V6B 2R1;Downtown;Privately Owned;2043;;Yes;"{""coordinates"": [-123.112094, 49.281406], ""type"": ""Point""}";49.281406, -123.112094
2015;Rennie Collection at Wing Sang;;Museum/Gallery;Museum/Gallery;51 E Pender St, Vancouver, BC, V6A 1S9;Downtown;Privately Owned;20000;;Yes;"{""coordinates"": [-123.1031317, 49.2806995], ""type"": ""Point""}";49.2806995, -123.1031317
2015;Rio Theatre;www.riotheatre.ca?;Theatre/Performance;Cinema;1660 E Broadway, Vancouver, BC, V5N 1W1;Kensington-Cedar Cottage;Privately Owned;;420;Yes;"{""coordinates"": [-123.0704852, 49.2620042], ""type"": ""Point""}";49.2620042, -123.0704852
2015;UBC Museum of Anthropology;http://moa.ubc.ca/;Museum/Gallery;Museum/Gallery;6393 NW Marine Dr, Vancouver, BC, V6T 1Z2;UBC;Other;38889;;Yes;"{""coordinates"": [-123.259174, 49.26907], ""type"": ""Point""}";49.26907, -123.259174
2015;Vancouver Art Gallery North Plaza;;Community Space;Plaza/Park/Band Shell;Vancouver, BC;Downtown;City of Vancouver;;;Yes;"{""coordinates"": [-123.119848, 49.283113], ""type"": ""Point""}";49.283113, -123.119848
2015;Vancouver Maritime Museum;www.vancouvermaritimemuseum.com;Museum/Gallery;Museum/Gallery;1905 Ogden Av, Vancouver, BC, V6J 1A3;Kitsilano;City of Vancouver;26215;;Yes;"{""coordinates"": [-123.147587, 49.277465], ""type"": ""Point""}";49.277465, -123.147587
2015;Wall Centre Plaza;;Community Space;Plaza/Park/Band Shell;1088 Burrard St, Vancouver, BC, V6Z 2R9;Downtown;Privately Owned;;;Yes;"{""coordinates"": [-123.1265368, 49.2801175], ""type"": ""Point""}";49.2801175, -123.1265368
2014;Alliance For Arts And Culture;http://www.allianceforarts.com;Museum/Gallery;Library/Archives;938 Howe St, Vancouver, BC, V6Z 1N9;Downtown;Privately Owned;4095;30;Yes;"{""coordinates"": [-123.1228359, 49.2803099], ""type"": ""Point""}";49.2803099, -123.1228359
