name,website,type,use,address,area,ownership,Geom,geo_point_2d,latitude,longitude
H.R. Macmillan Space Centre,http://www.spacecentre.ca/,Museum/Gallery,Garden/Aquarium/Science Centre,"1100 Chestnut St, Vancouver, BC, V6J 3J9",Kitsilano,City of Vancouver,"{""coordinates"": [-123.144299, 49.276361], ""type"": ""Point""}","49.276361, -123.144299",49.276361,-123.144299
Heffel Gallery Ltd,www.heffel.com,Museum/Gallery,Museum/Gallery,"2247 Granville St, Vancouver, BC, V6H 3G1",Fairview,Privately Owned,"{""coordinates"": [-123.1389124, 49.2654685], ""type"": ""Point""}","49.2654685, -123.1389124",49.2654685,-123.1389124
John Hendry Park (Trout Lake),,Community Space,Plaza/Park/Band Shell,"3300 Victoria Dr, Vancouver, BC, V5N 4L9",Kensington-Cedar Cottage,Park Board/COV,"{""coordinates"": [-123.06391, 49.25716], ""type"": ""Point""}","49.25716, -123.06391",49.25716,-123.06391
Lattimer Gallery,www.lattimergallery.com?,Museum/Gallery,Museum/Gallery,"1590 W 2nd Av, Vancouver, BC, V6J 1H2",Fairview,Privately Owned,"{""coordinates"": [-123.1406592, 49.2696829], ""type"": ""Point""}","49.2696829, -123.1406592",49.2696829,-123.1406592
MakerLabs,www.makerlabs.ca,Studio/Rehearsal,Workshop,"221 E 10th Av, Vancouver, BC,",Mount Pleasant,Privately Owned,"{""coordinates"": [-123.0997391, 49.2623075], ""type"": ""Point""}","49.2623075, -123.0997391",49.2623075,-123.0997391
Or Gallery,www.orgallery.org?,Museum/Gallery,Museum/Gallery,"555 Hamilton St, Vancouver, BC, V6B 2R1",Downtown,Privately Owned,"{""coordinates"": [-123.112094, 49.281406], ""type"": ""Point""}","49.281406, -123.112094",49.281406,-123.112094
Pacific Cinematheque,http://www.thecinematheque.caabout,Theatre/Performance,Cinema,"1131 Howe St, Vancouver, BC, V6Z 2L7",Downtown,City of Vancouver,"{""coordinates"": [-123.12627, 49.278552], ""type"": ""Point""}","49.278552, -123.12627",49.278552,-123.12627
Queen Elizabeth Theatre Plaza,,Community Space,Plaza/Park/Band Shell,"650 Hamilton St, Vancouver, BC, V6B 5N6",Downtown,City of Vancouver,"{""coordinates"": [-123.113393, 49.27994], ""type"": ""Point""}","49.27994, -123.113393",49.27994,-123.113393
Roedde House,www.roeddehouse.orgen/home?,Museum/Gallery,Museum/Gallery,"1415 Barclay St, Vancouver, BC, V6G 1J6",West End,City of Vancouver,"{""coordinates"": [-123.132187, 49.286863], ""type"": ""Point""}","49.286863, -123.132187",49.286863,-123.132187
Vag Plaza North,,Community Space,Plaza/Park/Band Shell,", Vancouver, BC,",Downtown,City of Vancouver,"{""coordinates"": [-123.119848, 49.283113], ""type"": ""Point""}","49.283113, -123.119848",49.283113,-123.119848
Vancouver Access Artist Run Centre,www.accessgallery.ca,Museum/Gallery,Museum/Gallery,"222 E Georgia St, Vancouver, BC, V6A 1Z7",Strathcona,Privately Owned,"{""coordinates"": [-123.098757, 49.278453], ""type"": ""Point""}","49.278453, -123.098757",49.278453,-123.098757
Western Front Gallery,www.front.bc.ca?,Museum/Gallery,Museum/Gallery,"303 E 8th Av, Vancouver, BC, V5T 1S1",Mount Pleasant,Privately Owned,"{""coordinates"": [-123.098654, 49.263916], ""type"": ""Point""}","49.263916, -123.098654",49.263916,-123.098654
Beaty Biodiversity Museum,http://www.beatymuseum.ubc.ca/about,Museum/Gallery,Museum/Gallery,"2212 Main Mall, Vancouver, BC, V6T 1Z4",UBC,Other,"{""coordinates"": [-123.251485, 49.2634318], ""type"": ""Point""}","49.2634318, -123.251485",49.2634318,-123.251485
BMO Theatre Centre - Workshop,,Studio/Rehearsal,Workshop,"201-162 W 1st Av, Vancouver, BC, V5Y 1A4",Mount Pleasant,City of Vancouver,"{""coordinates"": [-123.108535, 49.2702275], ""type"": ""Point""}","49.2702275, -123.108535",49.2702275,-123.108535
Canton-Sardine,https://canton-sardine.com/,Museum/Gallery,Museum/Gallery,"71-268 Keefer St, Vancouver, BC, V6A 1X5",Downtown Eastside,Privately Owned,"{""coordinates"": [-123.0979982, 49.2791925], ""type"": ""Point""}","49.2791925, -123.0979982",49.2791925,-123.0979982
Catriona Jeffries Gallery,www.catrionajeffries.com?,Museum/Gallery,Museum/Gallery,"950 E Cordova St, Vancouver, BC, V6A 1M6",Downtown Eastside,Privately Owned,"{""coordinates"": [-123.0980394, 49.2687198], ""type"": ""Point""}","49.2687198, -123.0980394",49.2687198,-123.0980394
Gallery Jones,http://www.galleryjones.com/,Museum/Gallery,Museum/Gallery,"1-258 E 1st Av, Vancouver, BC, V5T 1A6",Strathcona,Privately Owned,"{""coordinates"": [-123.1007254, 49.2689045], ""type"": ""Point""}","49.2689045, -123.1007254",49.2689045,-123.1007254
GMS Observatory,http://www.spacecentre.ca/gms,Museum/Gallery,Garden/Aquarium/Science Centre,"1100 Chestnut St, Vancouver, BC, V6J 3J9",Kitsilano,City of Vancouver,"{""coordinates"": [-123.144436, 49.276261], ""type"": ""Point""}","49.276261, -123.144436",49.276261,-123.144436
Ice Box Gallery,http://www.iceboxgallery.com,Museum/Gallery,Museum/Gallery,"312 Railway St, Vancouver, BC, V6A 1A4",Strathcona,Privately Owned,"{""coordinates"": [-123.097645, 49.2846363], ""type"": ""Point""}","49.2846363, -123.097645",49.2846363,-123.097645
Interurban Gallery,https://www.phs.ca/our-services/interurban-gallery/,Museum/Gallery,Museum/Gallery,"1 E Hastings St, Vancouver, BC, V6A 1M9",Downtown,Privately Owned,"{""coordinates"": [-123.1043161, 49.2815282], ""type"": ""Point""}","49.2815282, -123.1043161",49.2815282,-123.1043161
Larwill Park,https://en.wikipedia.org/wiki/Larwill_Park,Community Space,Plaza/Park/Band Shell,"688 Cambie St, Vancouver, BC, V6B 1T9",Downtown,City of Vancouver,"{""coordinates"": [-123.111836, 49.28042], ""type"": ""Point""}","49.28042, -123.111836",49.28042,-123.111836
Oppenheimer Park,,Community Space,Plaza/Park/Band Shell,"400 Powell St, Vancouver, BC, V6A 1G6",Strathcona,Vancouver Park Board/COV,"{""coordinates"": [-123.094341, 49.282643], ""type"": ""Point""}","49.282643, -123.094341",49.282643,-123.094341
Plaza of Nations,www.plazaofnations.com?,Community Space,Plaza/Park/Band Shell,"750 Pacific Blvd, Vancouver, BC, V6B 5E7",Downtown,Privately Owned,"{""coordinates"": [-123.110068, 49.276031], ""type"": ""Point""}","49.276031, -123.110068",49.276031,-123.110068
Remington Gallery and Studio,https://www.facebook.com/Remington.Gallery.and.Studio,Museum/Gallery,Museum/Gallery,"108 E Hastings St, Vancouver, BC, V6A 4J1",Downtown,Privately Owned,"{""coordinates"": [-123.1019396, 49.281336], ""type"": ""Point""}","49.281336, -123.1019396",49.281336,-123.1019396
UBC Museum of Anthropology,http://moa.ubc.ca/,Museum/Gallery,Museum/Gallery,"6393 NW Marine Dr, Vancouver, BC, V6T 1Z2",UBC,Other,"{""coordinates"": [-123.259174, 49.26907], ""type"": ""Point""}","49.26907, -123.259174",49.26907,-123.259174
UNIT/PITT Projects,www.helenpittgallery.org,Museum/Gallery,Museum/Gallery,"8 E Pender St, Vancouver, BC, V6A 1T7",Strathcona,Privately Owned,"{""coordinates"": [-123.1035844, 49.2804427], ""type"": ""Point""}","49.2804427, -123.1035844",49.2804427,-123.1035844
221A Artist Run Centre,www.221a.ca/?,Museum/Gallery,Museum/Gallery,"221 E Georgia St, Vancouver, BC, V6A 1Z6",Strathcona,Privately Owned,"{""coordinates"": [-123.098796, 49.278786], ""type"": ""Point""}","49.278786, -123.098796",49.278786,-123.098796
Alliance for Arts and Culture,http://www.allianceforarts.com,Museum/Gallery,Library/Archives,"938 Howe St, Vancouver, BC, V6Z 1N9",Downtown,Privately Owned,"{""coordinates"": [-123.1228359, 49.2803099], ""type"": ""Point""}","49.2803099, -123.1228359",49.2803099,-123.1228359
Basic Inquiry,http://www.lifedrawing.org/index.html,Museum/Gallery,Museum/Gallery,"1011 Main St, Vancouver, BC, V6A 4L4",Downtown,Privately Owned,"{""coordinates"": [-123.1000334, 49.2758184], ""type"": ""Point""}","49.2758184, -123.1000334",49.2758184,-123.1000334
Bill Reid Gallery,www.billreidgallery.ca,Museum/Gallery,Museum/Gallery,"639 Hornby St, Vancouver, BC, V6C 2G3",Downtown,Privately Owned,"{""coordinates"": [-123.119819, 49.284308], ""type"": ""Point""}","49.284308, -123.119819",49.284308,-123.119819
Bloedel Conservatory,http://vancouver.ca/parks-recreation-culture/bloedel-conservatory.aspx,Museum/Gallery,Garden/Aquarium/Science Centre,"4600 Cambie St, Vancouver, BC, V5Y 2M5",Riley Park,Vancouver Park Board/COV,"{""coordinates"": [-123.113759, 49.242077], ""type"": ""Point""}","49.242077, -123.113759",49.242077,-123.113759
Cineplex Odeon International Village Cinemas,http://www.cineplex.com/Theatre/Cineplex-Odeon-International-Village-Cinemas,Theatre/Performance,Cinema,"88 W Pender St, Vancouver, BC, V6B 6N9",Downtown,Privately Owned,"{""coordinates"": [-123.106621, 49.280474], ""type"": ""Point""}","49.280474, -123.106621",49.280474,-123.106621
Coastal Peoples Fine Arts Gallery Gastown,http://www.coastalpeoples.com,Museum/Gallery,Museum/Gallery,"312 Water St, Vancouver, BC, V6B 1B6",Downtown,Privately Owned,"{""coordinates"": [-123.109198, 49.2843539], ""type"": ""Point""}","49.2843539, -123.109198",49.2843539,-123.109198
Coastal Peoples Fine Arts Gallery Yaletown,http://www.coastalpeoples.com,Museum/Gallery,Museum/Gallery,"1024 Mainland St, Vancouver, BC, V6B 2T4",Downtown,Privately Owned,"{""coordinates"": [-123.119591, 49.2762084], ""type"": ""Point""}","49.2762084, -123.119591",49.2762084,-123.119591
Craft Council of British Columbia Gallery,www.craftcouncilbc.ca,Museum/Gallery,Museum/Gallery,"1386 Cartwright St, Vancouver, BC, V6H 3R8",Fairview,Government,"{""coordinates"": [-123.13479, 49.269837], ""type"": ""Point""}","49.269837, -123.13479",49.269837,-123.13479
Creekside Park,,Community Space,Plaza/Park/Band Shell,"1455 Quebec St, Vancouver, BC, V6A 3Z7",Downtown,City of Vancouver,"{""coordinates"": [-123.10319, 49.274159], ""type"": ""Point""}","49.274159, -123.10319",49.274159,-123.10319
David Lam Park,,Community Space,Plaza/Park/Band Shell,"1300 Pacific Blvd, Vancouver, BC, V6Z 2V1",Downtown,City of Vancouver,"{""coordinates"": [-123.1241736, 49.2724252], ""type"": ""Point""}","49.2724252, -123.1241736",49.2724252,-123.1241736
Djavad Mowafaghian Cinema,http://www.sfu.ca/mecs/facilities/goldcorp-centre-for-the-arts/meeting-rooms/djavadmowafaghian.html,Theatre/Performance,Cinema,"149 W Hastings St, Vancouver, BC, V6B 1H4",Downtown,Other,"{""coordinates"": [-123.108528, 49.282364], ""type"": ""Point""}","49.282364, -123.108528",49.282364,-123.108528
Dr. Sun Yat-Sen Classical Chinese Garden,www.vancouverchinesegarden.com?,Museum/Gallery,Garden/Aquarium/Science Centre,"578 Carrall St, Vancouver, BC, V6B 5K2",Downtown,City of Vancouver,"{""coordinates"": [-123.104168, 49.279983], ""type"": ""Point""}","49.279983, -123.104168",49.279983,-123.104168
Gam Gallery,http://gamgallery.com/contact/,Museum/Gallery,Museum/Gallery,"110 E Hastings St, Vancouver, BC, V6N 1N4",Downtown,Privately Owned,"{""coordinates"": [-123.101858, 49.2813343], ""type"": ""Point""}","49.2813343, -123.101858",49.2813343,-123.101858
Granville Island Gallery,www.granvilleislandgallery.com?,Museum/Gallery,Museum/Gallery,"1494 Old Bridge St, Vancouver, BC, V6H 3S6",Fairview,Government,"{""coordinates"": [-123.134769, 49.270213], ""type"": ""Point""}","49.270213, -123.134769",49.270213,-123.134769
Great Northern Way Scene Shop,www.gnwshop.ca?,Studio/Rehearsal,Workshop,"281 Industrial, Vancouver, BC, V5A 2P2",Strathcona,City of Vancouver,"{""coordinates"": [-123.098432, 49.270087], ""type"": ""Point""}","49.270087, -123.098432",49.270087,-123.098432
Ice Box Gallery,http://www.iceboxgallery.com,Museum/Gallery,Museum/Gallery,"321 Railway St, Vancouver, BC, V6A 1A4",Strathcona,Privately Owned,"{""coordinates"": [-123.097645, 49.2846363], ""type"": ""Point""}","49.2846363, -123.097645",49.2846363,-123.097645
Il Museo,https://italianculturalcentre.ca/events/museum-art-gallery/,Museum/Gallery,Museum/Gallery,"3075 Slocan St, Vancouver, BC, V5M 3E4",Renfrew-Collingwood,Non-Profit,"{""coordinates"": [-123.049576, 49.256761], ""type"": ""Point""}","49.256761, -123.049576",49.256761,-123.049576
Jericho Beach,,Community Space,Plaza/Park/Band Shell,"3941 Point Grey Rd., Vancouver, BC, V6R 1B5",West Point Grey,City of Vancouver,"{""coordinates"": [-123.1912389, 49.2711948], ""type"": ""Point""}","49.2711948, -123.1912389",49.2711948,-123.1912389
Science World At Telus World Of Science,www.scienceworld.ca?,Museum/Gallery,Garden/Aquarium/Science Centre,"1455 Quebec St, Vancouver, BC, V6A 3Z7",Downtown,Government,"{""coordinates"": [-123.103652, 49.273743], ""type"": ""Point""}","49.273743, -123.103652",49.273743,-123.103652
15th Field Artillery Regiment Museum and Archives,www.memorybc.ca/museum-of-15th-field-artillery-regiment,Museum/Gallery,Museum/Gallery,"2025 W 11th Av, Vancouver, BC, V6J 2C7",Kitsilano,Privately Owned,"{""coordinates"": [-123.151123, 49.261938], ""type"": ""Point""}","49.261938, -123.151123",49.261938,-123.151123
Art Beatus,www.artbeatus.com,Museum/Gallery,Museum/Gallery,"808 Nelson St, Vancouver, BC, V6Z 2H2",Downtown,Privately Owned,"{""coordinates"": [-123.1249139, 49.2800409], ""type"": ""Point""}","49.2800409, -123.1249139",49.2800409,-123.1249139
Beaty Biodiversity Museum,http://www.beatymuseum.ubc.ca/about,Museum/Gallery,Museum/Gallery,"2212 Main Mall, Vancouver, BC, V6T 1Z4",UBC,Other,"{""coordinates"": [-123.251485, 49.2634318], ""type"": ""Point""}","49.2634318, -123.251485",49.2634318,-123.251485
Chinese Cultural Centre Museum and Archives,,Museum/Gallery,Museum/Gallery,"555 Columbia St, Vancouver, BC, V6A 4H5",Downtown,City of Vancouver,"{""coordinates"": [-123.102448, 49.279894], ""type"": ""Point""}","49.279894, -123.102448",49.279894,-123.102448
Circle Craft Co-Operative Shop & Gallery,www.circlecraft.net/,Museum/Gallery,Museum/Gallery,"1666 Johnston St, Vancouver, BC, V6H 3S2",Fairview,Government,"{""coordinates"": [-123.135541, 49.272369], ""type"": ""Point""}","49.272369, -123.135541",49.272369,-123.135541
Colbourne House/ Marpole Museum,http://www.marpolehistorical.ca?,Museum/Gallery,Museum/Gallery,"8743 Sw Marine Dr, Vancouver, BC, V6P 6A5",Marpole,City of Vancouver,"{""coordinates"": [-123.1423354, 49.2064788], ""type"": ""Point""}","49.2064788, -123.1423354",49.2064788,-123.1423354
Great Northern Way Scene Shop,www.gnwshop.ca?,Studio/Rehearsal,Workshop,"281 Industrial, Vancouver, BC, V5A 2P2",Strathcona,City of Vancouver,"{""coordinates"": [-123.098432, 49.270087], ""type"": ""Point""}","49.270087, -123.098432",49.270087,-123.098432
Ice Box Gallery,http://www.iceboxgallery.com,Museum/Gallery,Museum/Gallery,"321 Railway St, Vancouver, BC, V6A 1A4",Strathcona,Privately Owned,"{""coordinates"": [-123.097645, 49.2846363], ""type"": ""Point""}","49.2846363, -123.097645",49.2846363,-123.097645
James Black Gallery,http://www.thejamesblack.gallery/,Museum/Gallery,Museum/Gallery,"144 E 6th Av, Vancouver, BC, V5T1J5",Mount Pleasant,Privately Owned,"{""coordinates"": [-123.1019214, 49.2652632], ""type"": ""Point""}","49.2652632, -123.1019214",49.2652632,-123.1019214
James Tan Gallery,http://www.jamestan.com/home.htm,Museum/Gallery,Museum/Gallery,"437 Columbia St, Vancouver, BC, V6A 2R9",Downtown,Privately Owned,"{""coordinates"": [-123.1023067, 49.2810853], ""type"": ""Point""}","49.2810853, -123.1023067",49.2810853,-123.1023067
Kitsilano Showboat,http://www.kitsilanoshowboat.com/showboat.html,Community Space,Plaza/Park/Band Shell,"2300 Cornwall Av, Vancouver, BC, V6K 1B7",Kitsilano,City of Vancouver,"{""coordinates"": [-123.1573621, 49.2725956], ""type"": ""Point""}","49.2725956, -123.1573621",49.2725956,-123.1573621
Morris and Helen Belkin Art Gallery,http://www.belkin.ubc.ca/,Museum/Gallery,Museum/Gallery,"1825 Main Mall, Vancouver, BC, V6T 1Z2",UBC,Other,"{""coordinates"": [-123.255944, 49.2683878], ""type"": ""Point""}","49.2683878, -123.255944",49.2683878,-123.255944
Oppenheimer Park,,Community Space,Plaza/Park/Band Shell,"Vancouver, BC",Strathcona,Vancouver Park Board/COV,"{""coordinates"": [-123.094341, 49.282643], ""type"": ""Point""}","49.282643, -123.094341",49.282643,-123.094341
Petley Jones Gallery,www.petleyjones.com?,Museum/Gallery,Museum/Gallery,"554 W 6th Av, Vancouver, BC, V6J 1R2",Mount Pleasant,Privately Owned,"{""coordinates"": [-123.0917358, 49.2652275], ""type"": ""Point""}","49.2652275, -123.0917358",49.2652275,-123.0917358
Rio Theatre,www.riotheatre.ca?,Theatre/Performance,Cinema,"1660 E Broadway, Vancouver, BC, V5N 1W1",Kensington-Cedar Cottage,Privately Owned,"{""coordinates"": [-123.0704852, 49.2620042], ""type"": ""Point""}","49.2620042, -123.0704852",49.2620042,-123.0704852
Trillium North Park,https://trilliumnorthpark.com/,Museum/Gallery,Garden/Aquarium/Science Centre,"699 National Av, Vancouver, BC,",Strathcona,Vancouver Park Board/COV,"{""coordinates"": [-123.09379, 49.274169], ""type"": ""Point""}","49.274169, -123.09379",49.274169,-123.09379
Vancouver Access Artist Run Centre,www.accessgallery.ca,Museum/Gallery,Museum/Gallery,"222 E Georgia St, Vancouver, BC, V6A 1Z7",Strathcona,Privately Owned,"{""coordinates"": [-123.098757, 49.278453], ""type"": ""Point""}","49.278453, -123.098757",49.278453,-123.098757
Vancouver Art Gallery North Plaza,,Community Space,Plaza/Park/Band Shell,"Vancouver, BC",Downtown,City of Vancouver,"{""coordinates"": [-123.119848, 49.283113], ""type"": ""Point""}","49.283113, -123.119848",49.283113,-123.119848
Wil Aballe Art Projects,http://www.waapart.com/,Museum/Gallery,Museum/Gallery,"1356 Frances St, Vancouver, BC, V5L 1Y9",Grandview-Woodland,Privately Owned,"{""coordinates"": [-123.0757838, 49.2794145], ""type"": ""Point""}","49.2794145, -123.0757838",49.2794145,-123.0757838
Art Works Gallery,http://artworksbc.com/,Museum/Gallery,Museum/Gallery,"225 Smithe St, Vancouver, BC, V6B 4X7",Downtown,Privately Owned,"{""coordinates"": [-123.1165781, 49.2775077], ""type"": ""Point""}","49.2775077, -123.1165781",49.2775077,-123.1165781
Catriona Jeffries Gallery,www.catrionajeffries.com?,Museum/Gallery,Museum/Gallery,"274 E 1st Av, Vancouver, BC, V5T 1A6",Strathcona,Privately Owned,"{""coordinates"": [-123.0980394, 49.2687198], ""type"": ""Point""}","49.2687198, -123.0980394",49.2687198,-123.0980394
Dr. Sun Yat-Sen Classical Chinese Garden,www.vancouverchinesegarden.com?,Museum/Gallery,Garden/Aquarium/Science Centre,"578 Carrall St, Vancouver, BC, V6B 5K2",Downtown,City of Vancouver,"{""coordinates"": [-123.103913, 49.279649], ""type"": ""Point""}","49.279649, -123.103913",49.279649,-123.103913
Federation Gallery,http://artists.ca/federation_gallery,Museum/Gallery,Museum/Gallery,"1241 Cartwright St, Vancouver, BC, V6H 4B7",Fairview,Privately Owned,"{""coordinates"": [-123.13225, 49.269582], ""type"": ""Point""}","49.269582, -123.13225",49.269582,-123.13225
Granville Fine Arts,www.granvillefineart.com?,Museum/Gallery,Museum/Gallery,"2447 Granville St, Vancouver, BC, V6H 3G5",Fairview,Privately Owned,"{""coordinates"": [-123.1386339, 49.2638926], ""type"": ""Point""}","49.2638926, -123.1386339",49.2638926,-123.1386339
Jack Poole Plaza,http://www.vancouverconventioncentre.com/jack-poole-plaza/,Community Space,Plaza/Park/Band Shell,"Vancouver, BC",Downtown,Government,"{""coordinates"": [-123.118259, 49.289387], ""type"": ""Point""}","49.289387, -123.118259",49.289387,-123.118259
Malaspina Printmakers Gallery,www.malaspinaprintmakers.com?,Museum/Gallery,Museum/Gallery,"1555 Duranleau St, Vancouver, BC, V6H 3S3",Fairview,Government,"{""coordinates"": [-123.135784, 49.271369], ""type"": ""Point""}","49.271369, -123.135784",49.271369,-123.135784
Peter Kiss Gallery,www.peterkiss.com,Museum/Gallery,Museum/Gallery,"1327 Railspur Alley, Vancouver, BC, V6H 4G9",Fairview,Privately Owned,"{""coordinates"": [-123.1337947, 49.2701374], ""type"": ""Point""}","49.2701374, -123.1337947",49.2701374,-123.1337947
Plaza of Nations,www.plazaofnations.com?,Community Space,Plaza/Park/Band Shell,"750 Pacific Blvd, Vancouver, BC, V6B 5E7",Downtown,Privately Owned,"{""coordinates"": [-123.110068, 49.276031], ""type"": ""Point""}","49.276031, -123.110068",49.276031,-123.110068
Semi-Public (221A),http://221a.ca/,Community Space,Plaza/Park/Band Shell,"271 Union St, Vancouver, BC, V6A 2B2",Strathcona,Privately Owned,"{""coordinates"": [-123.0974061, 49.2778745], ""type"": ""Point""}","49.2778745, -123.0974061",49.2778745,-123.0974061
Vancouver Art Gallery,www.vanartgallery.bc.ca,Museum/Gallery,Museum/Gallery,"750 Hornby St, Vancouver, BC, V6Z 2H7",Downtown,Government,"{""coordinates"": [-123.120932, 49.283158], ""type"": ""Point""}","49.283158, -123.120932",49.283158,-123.120932
Art Works Gallery,http://artworksbc.com/,Museum/Gallery,Museum/Gallery,"225 Smithe St, Vancouver, BC, V6B 4X7",Downtown,Privately Owned,"{""coordinates"": [-123.1165781, 49.2775077], ""type"": ""Point""}","49.2775077, -123.1165781",49.2775077,-123.1165781
Audain Gallery,https://www.sfu.ca/galleries/audain-gallery.html,Museum/Gallery,Museum/Gallery,"149 W Hastings St, Vancouver, BC, V6B 1H4",Downtown,Other,"{""coordinates"": [-123.108715, 49.282395], ""type"": ""Point""}","49.282395, -123.108715",49.282395,-123.108715
Douglas Reynolds Gallery,www.douglasreynoldsgallery.com,Museum/Gallery,Museum/Gallery,"2335 Granville St, Vancouver, BC, V6H 3G4",Fairview,Privately Owned,"{""coordinates"": [-123.1385998, 49.2648423], ""type"": ""Point""}","49.2648423, -123.1385998",49.2648423,-123.1385998
Elissa Cristall Galleries,http://cristallgallery.com,Museum/Gallery,Museum/Gallery,"2239 Granville St, Vancouver, BC, V6H 3G1",Fairview,Privately Owned,"{""coordinates"": [-123.1385822, 49.2655257], ""type"": ""Point""}","49.2655257, -123.1385822",49.2655257,-123.1385822
Gallery 295,http://gallery295.com/295/,Museum/Gallery,Museum/Gallery,"295 E 2nd Ave, Vancouver, BC, V5T 1B8",Strathcona,Privately Owned,"{""coordinates"": [-123.0981191, 49.2680645], ""type"": ""Point""}","49.2680645, -123.0981191",49.2680645,-123.0981191
Granville Street/ Entertainment District,,Community Space,Plaza/Park/Band Shell,", Vancouver, BC,",Downtown,City of Vancouver,"{""coordinates"": [-123.11966, 49.281457], ""type"": ""Point""}","49.281457, -123.11966",49.281457,-123.11966
Lobby Gallery,http://www.ligi.ubc.ca/LobbyGallery.htm,Museum/Gallery,Museum/Gallery,"6476 NW Marine Dr, Vancouver, BC,",,Other,"{""coordinates"": [-123.259146, 49.267681], ""type"": ""Point""}","49.267681, -123.259146",49.267681,-123.259146
Morris and Helen Belkin Art Gallery,http://www.belkin.ubc.ca/,Museum/Gallery,Museum/Gallery,"1825 Main Mall, Vancouver, BC, V6T 1Z2",,Other,"{""coordinates"": [-123.255944, 49.2683878], ""type"": ""Point""}","49.2683878, -123.255944",49.2683878,-123.255944
Plaza of Nations,www.plazaofnations.com?,Community Space,Plaza/Park/Band Shell,"750 Pacific Blvd, Vancouver, BC, V6B 5E7",Downtown,Privately Owned,"{""coordinates"": [-123.110068, 49.276031], ""type"": ""Point""}","49.276031, -123.110068",49.276031,-123.110068
The Apartment,http://theapt.ca/filter/Exhibition,Museum/Gallery,Museum/Gallery,"119B E Pender St, Vancouver, BC, V6A 1T6",Downtown,Privately Owned,"{""coordinates"": [-123.1015866, 49.2804859], ""type"": ""Point""}","49.2804859, -123.1015866",49.2804859,-123.1015866
Vancouver Aquarium,www.vanaqua.org?,Museum/Gallery,Garden/Aquarium/Science Centre,"845 Avison Way, Vancouver, BC, V6G 3E2",,City of Vancouver,"{""coordinates"": [-123.130997, 49.30067], ""type"": ""Point""}","49.30067, -123.130997",49.30067,-123.130997
Vancouver Community Laboratory,http://vancommunitylab.com/,Studio/Rehearsal,Workshop,"1907 Triumph St, Vancouver, BC, V5L 1K6",Grandview-Woodland,,"{""coordinates"": [-123.0652956, 49.2841727], ""type"": ""Point""}","49.2841727, -123.0652956",49.2841727,-123.0652956
AHVA Gallery,http://gallery.ahva.ubc.ca/about/,Museum/Gallery,Museum/Gallery,"6398 University Blvd, Vancouver, BC, V6T 1Z4",UBC,Other,"{""coordinates"": [-123.2549451, 49.2639124], ""type"": ""Point""}","49.2639124, -123.2549451",49.2639124,-123.2549451
Chinese Cultural Centre Museum and Archives,,Museum/Gallery,Museum/Gallery,"555 Columbia St, Vancouver, BC, V6A 4H5",Downtown Eastside,City of Vancouver,"{""coordinates"": [-123.102448, 49.279894], ""type"": ""Point""}","49.279894, -123.102448",49.279894,-123.102448
Colbourne House/ Marpole Museum,http://www.marpolehistorical.ca?,Museum/Gallery,Museum/Gallery,"8743 SW Marine Dr, Vancouver, BC, V6P 6A5",Marpole,City of Vancouver,"{""coordinates"": [-123.1423354, 49.2064788], ""type"": ""Point""}","49.2064788, -123.1423354",49.2064788,-123.1423354
David Lam Park/ Vancouver International Jazz Festival,,Community Space,Plaza/Park/Band Shell,"1300 Pacific Blvd, Vancouver, BC, V6Z 2V1",Downtown,City of Vancouver,"{""coordinates"": [-123.1241736, 49.2724252], ""type"": ""Point""}","49.2724252, -123.1241736",49.2724252,-123.1241736
Dundarave Print Workshop & Gallery,www.dundaraveprintworkshop.com,Museum/Gallery,Museum/Gallery,"1640 Johnston St, Vancouver, BC, V6H 3S2",Fairview,Privately Owned,"{""coordinates"": [-123.1353489, 49.2721848], ""type"": ""Point""}","49.2721848, -123.1353489",49.2721848,-123.1353489
Granville Island Gallery,www.granvilleislandgallery.com?,Museum/Gallery,Museum/Gallery,"1494 Old Bridge St, Vancouver, BC, V6H 3S6",Fairview,Government,"{""coordinates"": [-123.134769, 49.270213], ""type"": ""Point""}","49.270213, -123.134769",49.270213,-123.134769
Havana Gallery,www.havanarestaurant.ca,Museum/Gallery,Museum/Gallery,"1212 Commercial Dr, Vancouver, BC, V5L 3X4",Grandview-Woodland,Privately Owned,"{""coordinates"": [-123.069421, 49.273662], ""type"": ""Point""}","49.273662, -123.069421",49.273662,-123.069421
Heffel Gallery Ltd,www.heffel.com,Museum/Gallery,Museum/Gallery,"2247 Granville St, Vancouver, BC, V6H 3G1",Fairview,Privately Owned,"{""coordinates"": [-123.1389124, 49.2654685], ""type"": ""Point""}","49.2654685, -123.1389124",49.2654685,-123.1389124
John Hendry Park (Trout Lake),,Community Space,Plaza/Park/Band Shell,"3300 Victoria Dr, Vancouver, BC, V5N 4L9",Kensington-Cedar Cottage,Vancouver Park Board/COV,"{""coordinates"": [-123.06391, 49.25716], ""type"": ""Point""}","49.25716, -123.06391",49.25716,-123.06391
Lumbermen's Arch,,Community Space,Plaza/Park/Band Shell,"3250 Stanley Park Dr, Vancouver, BC, V6G 3E2",Stanley Park,City of Vancouver,"{""coordinates"": [-123.131707, 49.302981], ""type"": ""Point""}","49.302981, -123.131707",49.302981,-123.131707
