parent_company,name,postal_code,address,latitude,longitude,stars_fair,stars,review_count,categories,RestaurantsReservations,RestaurantsPriceRange2,NoiseLevel,OutdoorSeating,ByAppointmentOnly,DietaryRestrictions,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
Heart Connection Inc,Ramen Danbo,V6J 1M4,1833 W 4th Avenue,49.268286100000005,-123.146425,3.981884057971015,4.0,271,"Restaurants, Noodles, Ramen, Japanese",False,2.0,u'average',False,,,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
Moja Coffee Corporation,Moja Coffee,V5L 3X2,1102 Commercial Drive,49.2746993,-123.0691712,3.932432432432433,4.0,69,"Cafes, Coffee & Tea, Restaurants, Food",False,2.0,u'average',False,,,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0
Michael Frederick Brennan (Michael Brennan),The Heatley,V6A 1R1,696 E Hastings Street,49.281009000000005,-123.0897164,3.0,3.0,50,"Nightlife, Diners, Food, Pubs, Restaurants, Canadian (New), Beer, Wine & Spirits, Bars",True,2.0,u'average',False,,,,15:0-0:0,15:0-0:0,15:0-1:0,15:0-1:0,11:0-1:0,11:0-0:0
Fat Mao Kitchen Inc,Fat Mao Noodles,V6A 1Z6,217 E Georgia Street,49.2787559,-123.0989242,3.9722222222222223,4.0,175,"Thai, Restaurants, Noodles, Asian Fusion",False,2.0,u'average',False,,,0:0-0:0,11:30-20:0,16:0-21:0,11:30-20:0,11:30-20:0,11:30-20:0,11:30-20:0
Masayoshi Restaurant Ltd,Masayoshi,V5V 4G3,4376 Fraser Street,49.2457989,-123.09003909999998,3.473958333333333,3.5,91,"Sushi Bars, Restaurants, Japanese",True,4.0,u'quiet',False,,,18:0-22:0,18:0-22:0,18:0-22:0,18:0-22:0,18:0-22:0,18:0-22:0,
0912561 BC Ltd,A&W,V5X 0C4,468 SW Marine Drive,49.209369,-123.116791,2.638888888888889,2.5,13,"Food Stands, Fast Food, Burgers, Breakfast & Brunch, Restaurants",False,2.0,,True,,,5:30-0:0,5:30-0:0,5:30-0:0,5:30-0:0,5:30-0:0,5:30-0:0,5:30-0:0
Hungry Guys Kitchen Ltd,Hungry Guys Kitchen,V6Z 1L2,988 Granville Street,49.2792922,-123.1226648,3.467532467532468,3.5,72,"Cafes, Mexican, Fast Food, Vegetarian, Vegan, Salad, Restaurants",False,1.0,u'quiet',False,,,11:0-20:30,11:0-20:30,11:0-20:30,11:0-20:30,11:0-20:30,11:0-20:30,11:0-20:30
Tamaru Shoten Marketing Corp,Raisu,V6K 1P1,2340 W 4th Avenue,49.267999042,-123.1583811343,3.9837662337662336,4.0,303,"Vegan, Sushi Bars, Japanese, Restaurants",True,2.0,u'average',False,,,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,17:0-22:0,11:30-21:0,11:30-21:0
1063279 BC Ltd,Boston Pizza,V5M 4H4,2850 Bentall Street,49.25847460000001,-123.0306817,3.0,3.0,52,"Canadian (New), American (New), Italian, Pizza, Restaurants",True,2.0,u'average',False,,,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-2:0,11:0-2:0,11:0-1:0
(Mingyue Hao),Knight Street Cafe,V5N 3L8,3911 Knight Street,49.2496779,-123.0762965,4.394366197183099,4.5,66,"Breakfast & Brunch, American (Traditional), Restaurants, Burgers, Cafes, Sandwiches",False,2.0,'average',False,False,,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,8:0-16:0,8:0-16:0
0801535 BC Ltd,Cafe Du Soleil,V5L 3X5,1393 Commercial Drive,49.272438,-123.069862,3.929577464788733,4.0,66,"Breakfast & Brunch, Restaurants",False,1.0,u'average',True,,,,,,,,,
The Red Pagoda Bistro Inc,Indian Delicacy,V6E 4A4,1130 West pender st,49.2874843,-123.1216047,4.405063291139241,4.5,74,"Indian, Restaurants",True,2.0,,False,,,16:30-22:0,16:30-22:0,16:30-22:0,16:30-22:0,16:30-22:0,16:30-22:0,16:30-22:0
1085666 BC Ltd,The Captain's Boil,V5R 5K6,3309 Kingsway,49.2341970386,-123.0355279939,3.0,3.0,102,"Restaurants, Asian Fusion, Seafood, Cajun/Creole",True,2.0,u'average',,False,,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
Santouka Kamei Canada Foods Ltd,Hokkaido Ramen Santouka,V5Z 1E9,558 W Broadway,49.263088200000006,-123.1168633,3.975845410628019,4.0,202,"Ramen, Noodles, Restaurants, Soup, Japanese",False,2.0,u'average',False,,,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
Delhi 6 Indian Bistro Ltd,Delhi 6 Indian Bistro,V6J 4Z9,1766 W 7th Avenue,49.2652347,-123.1449675,4.431192660550459,4.5,104,"Indian, Restaurants",True,2.0,u'quiet',False,,,16:0-22:0,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30
RLW Lei Enterprises Ltd,Chu Kiang Chinese Restaurant,V5P 2V9,6491 Knight Street,49.2256094,-123.0778425,3.4242424242424243,3.5,28,"Caterers, Event Planning & Services, Restaurants, Chinese",False,1.0,u'quiet',False,,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,
S & K Ng Enterprises (2017) Ltd,New Town Bakery & Restaurant,V6A 1T3,158 Pender Street E,49.2802797,-123.1009315,3.964028776978417,4.0,134,"Specialty Food, Restaurants, Bakeries, Chinese, Food, Desserts, Ethnic Food",True,1.0,u'loud',False,,,6:30-20:30,6:30-20:30,6:30-19:30,6:30-20:30,6:30-20:30,6:30-20:30,6:30-20:30
S & K Ng Enterprises (2017) Ltd,New Town Bakery & Restaurant,V6A 1T3,148 Pender Street E,49.2803095,-123.1011943,3.4919871794871797,3.5,307,"Food, Dim Sum, Bakeries, Restaurants, Chinese",False,1.0,'average',False,,,6:30-19:30,6:30-19:30,6:30-19:30,6:30-19:30,6:30-19:30,6:30-19:30,6:30-19:30
WTC Burger Management Systems ULC,Wendy's,V5Y 1N9,480 W. 8th Ave.,49.2636949,-123.1144896,2.549019607843137,2.5,46,"Burgers, Fast Food, Restaurants",False,1.0,u'quiet',False,,,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0
WTC Burger Management Systems ULC,Wendy's,V5M 2G9,3698 Grandview Highway,49.2577852,-123.0243352,3.0,3.0,26,"Fast Food, Burgers, Restaurants",False,1.0,u'quiet',True,,,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0
Matchstick Coffee Inc,Matchstick,V6B 3G6,1328 Richards Street,49.2743816,-123.1262018,3.4107142857142856,3.5,23,"Coffee & Tea, Food",,,,,,,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0
Purebread. Bakery Inc,Purebread,V5T 1G7,5 E 5th Ave,49.2665546746,-123.1046642002,4.358490566037736,4.5,48,"Bakeries, Food",,2.0,u'average',,,,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0
Tokyo Mazesoba Ltd,Kokoro Tokyo Mazesoba,V6B 3H6,551 Seymour Street,49.2834164,-123.1150628,3.9857142857142858,4.0,345,"Food, Beer, Wine & Spirits, Restaurants, Ramen, Japanese",False,2.0,u'average',,,,0:0-0:0,11:0-22:0,11:0-22:0,11:0-21:30,11:0-22:0,11:30-22:0,11:30-22:0
RCND Restaurants Co Ltd,Tim Hortons,V5X 0C5,487 Interurban Way,49.209288,-123.11662,2.65625,2.5,11,"Coffee & Tea, Food, Donuts, Bagels, Bakeries",,1.0,,False,,,5:0-2:0,5:0-2:0,5:0-2:0,5:0-2:0,5:0-2:0,6:0-2:0,6:0-2:0
Eada Coffee Roasters Ltd,My Honey's Buns,V6C 3L2,"925 W Georgia St, Ste 110",49.2841444,-123.1199049,3.0,3.0,8,"Coffee & Tea, Food",,2.0,,False,,,,,,,,,
Kook BBQ Inc,Kook Korean BBQ,V5M 4N9,"2800 1st Avenue E, Suite 211 A",49.2689449,-123.0454708,3.954128440366973,4.0,104,"Korean, Barbeque, Restaurants",True,,,False,,,,15:0-22:0,15:0-22:0,15:0-22:0,15:0-23:0,11:30-23:0,11:30-22:0
Robertson Hospitality Ltd,The Red Accordion,V6G 1A6,1616 Alberni Street,49.29025,-123.131768,4.655172413793103,5.0,24,"Restaurants, Bars, Tapas/Small Plates, Nightlife, Cocktail Bars",True,2.0,,,,,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0
Dong Tai Xiang Food & Beverage Management Ltd,Dong Tai Xiang Shanghai Dim Sum,V5Z 2W4,3250 Cambie Street,49.256271000000005,-123.1148358,3.0,3.0,36,"Dim Sum, Chinese, Restaurants",,2.0,,,,,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
Gurkha Himalayan Kitchen Ltd,Gurkha Himalayan Kitchen,V6E 1N2,1141 Davie Street,49.2811653,-123.1320997,3.971264367816092,4.0,169,"Himalayan/Nepalese, Restaurants",True,2.0,u'average',True,,,16:0-22:0,16:0-22:0,16:0-22:0,16:0-22:0,16:0-23:0,16:0-23:0,16:0-22:0
Magnet Holdings Inc,The Magnet,V6B 1T3,309 W Pender Street,49.2824808,-123.11108670000002,4.03125,4.5,11,"Beer Bar, Tapas/Small Plates, Restaurants, Cocktail Bars, Nightlife, Bars",,,,,,,16:0-23:30,16:0-23:30,16:0-23:30,16:0-23:30,15:0-23:30,15:0-23:30,15:0-23:30
The Pearson Restaurant Group Ltd,Absinthe Bistro,V5L 3W7,952 Commercial Drive,49.27607,-123.0692457,4.44140625,4.5,123,"Cafes, French, Modern European, Desserts, Food, Restaurants, Bistros",True,3.0,u'average',True,,,,,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30
Edward Huang & Edwin Huang,Truck Stop Cafe,V5L 3J9,1046 Clark Drive,49.2750511,-123.0770773,3.7222222222222223,4.0,13,"Restaurants, Cafes",,,,,,,,,,,,,
J2 Enterprise Inc,Sushi High,V5M 2A1,3311 E Broadway,49.2620355325,-123.0332064629,3.488151658767773,3.5,206,"Restaurants, Japanese, Sushi Bars",True,2.0,u'average',False,,,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:0
Lotus & Fan Yang Holdings Inc,Caffe Artigiano,V6M 1Z1,2154 W 41st Avenue,49.2344246,-123.1573071,3.0,3.0,45,"Food, Coffee & Tea, Restaurants",False,2.0,u'average',True,,,5:30-18:0,5:30-18:0,5:30-18:0,5:30-18:0,5:30-18:0,6:0-18:0,6:0-18:0
Royal View Enterprises Ltd,Noodle Arts,V6G 1C9,1739 Robson Street,49.2910293,-123.134417,3.909090909090909,4.0,50,"Chinese, Noodles, Restaurants",True,2.0,,False,,,11:0-21:0,17:0-21:0,17:0-21:0,,11:0-21:0,11:0-21:0,11:0-21:0
Hoang L Nguyen (Hoang Nguyen),Viet Flavour Restaurant,V6J 1Y9,1822 W Broadway,49.2635596,-123.1464248,4.1875,4.5,19,"Vietnamese, Restaurants",,,,,,,11:30-20:0,11:30-20:0,11:30-20:0,11:30-20:0,11:30-20:0,11:30-20:0,
1328292 BC Ltd,Irori Sushi,V6R 1P1,3692 W 4th Avenue,49.2683828,-123.1853562,3.907407407407408,4.0,49,"Sushi Bars, Restaurants",True,2.0,u'quiet',False,,,11:30-21:30,,11:30-21:30,11:30-21:30,11:30-22:0,12:0-22:0,16:0-21:30
Freshbowl Yaletown Inc,Freshbowl,V6Z 2X7,1128 Pacific Boulevard,49.274203,-123.1199808,3.463768115942029,3.5,64,"Restaurants, Fast Food, Malaysian, Vegetarian",False,2.0,'average',True,,,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,12:0-20:0
1347429 BC Ltd,Ki-Isu Japanese Restaurant,V6Z 2R6,1275 Pacific Boulevard,49.2737153,-123.1234768,3.477477477477477,3.5,106,"Japanese, Restaurants, Sushi Bars",True,2.0,u'average',True,,,11:30-21:15,11:30-21:15,11:30-21:15,11:30-21:15,11:30-21:15,11:30-21:15,11:30-21:15
DHN Holdings Inc & RJNHB Holdings Inc,Nightingale,V6E 0C4,1017 West Hastings Street,49.28741103310001,-123.1177709676,3.986225895316805,4.0,358,"Canadian (New), Pizza, Restaurants, Live/Raw Food",True,3.0,u'loud',False,,,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0
Pattison Food Group Ltd,Urban Fare,V5Y 0E4,1688 Salt Street,49.270670200000005,-123.1059184,3.0,3.0,46,"Coffee & Tea, Grocery, Bakeries, Florists, Specialty Food, Shopping, Restaurants, Burgers, Pizza, Flowers & Gifts, Breakfast & Brunch, Food",False,2.0,,True,,,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0
Kazan Sushi & Grill Ltd,Kaori Izakaya,V5T 3G6,3043 Main Street,49.25799129999999,-123.1014181,3.852941176470588,4.0,29,"Japanese, Restaurants, Tapas Bars, Sushi Bars",True,,,False,,,0:0-0:0,17:0-0:0,17:0-0:0,17:0-0:0,17:0-0:0,17:0-0:0,17:0-0:0
DUFFIN'S DONUTS INC,Duffin's Donuts,V5W 1R7,1391 41st Avenue E,49.2328686,-123.0775745,3.981617647058824,4.0,267,"Donuts, Chinese, Sandwiches, Food, Burgers, Restaurants, Mexican, Cambodian, Comfort Food, Vietnamese",False,1.0,u'average',False,,,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0
Talay Thai Restaurant Ltd,Talay Thai Restaurant,V6P 4Z8,8369 Granville St,49.210809000000005,-123.140764,3.948979591836735,4.0,93,"Restaurants, Thai",True,2.0,u'quiet',False,False,,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:30,17:0-21:30,17:0-21:0
Mogu Plus Fried Chicken Ltd,Hachibei Japanese Restaurant,V5Z 1S7,778 16th Avenue W,49.256928,-123.1215673,3.929577464788733,4.0,66,"Japanese, Sushi Bars, Restaurants",True,2.0,u'average',False,,,,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30,
1455124 BC LTD,Alibi Room,V6A 1B8,157 Alexander Street,49.2842019445,-123.1001915385,4.486162361623617,4.5,537,"American (New), Gastropubs, Nightlife, Restaurants, Tapas Bars, Bars, Pubs, Canadian (New)",True,2.0,u'loud',True,,,16:30-22:30,16:30-22:30,16:30-22:30,16:30-22:30,16:30-23:0,16:30-23:0,16:30-22:30
Tamaru Shoten Marketing Corp,Kingyo,V6G 2L9,871 Denman Street,49.2906302,-123.1370603,4.491176470588235,4.5,845,"Japanese, Tapas/Small Plates, Tapas Bars, Restaurants",True,2.0,u'average',False,,,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0
Happy Day Bakery & Restaurant (Kingsway) Ltd,Happy Day Cafe,V5R 5K7,3312 Kingsway,49.234346324700006,-123.0352135908,3.0,3.0,100,"Cafes, Breakfast & Brunch, Restaurants, Chinese, Hong Kong Style Cafe",True,2.0,'average',False,,,7:30-23:0,7:30-23:0,7:30-23:0,7:30-23:0,7:30-0:0,7:30-0:0,7:30-23:0
1116127 BC Ltd,The Captain's Boil,V6G 1C1,1487 Robson St,49.28874,-123.130575,3.0,3.0,30,"Restaurants, Seafood, Asian Fusion, Cajun/Creole",,,,,,,12:30-21:0,12:0-15:0,12:30-21:0,12:30-21:0,12:30-21:0,12:30-21:0,12:30-21:0
1153208 BC Ltd,Bean Around The World,V6B 1H4,175 W Hastings Street,49.282539485600005,-123.1093307399,3.4431818181818183,3.5,39,"Food, Coffee & Tea",,1.0,,False,,,7:0-18:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,9:0-19:0,9:0-18:0
Gillaneh Grill House Ltd,Gillaneh Grill House,V6G 2M8,1072 Denman Street,49.288442100000005,-123.1396485,3.0,3.0,35,"Persian/Iranian, Restaurants, Bars, Middle Eastern, Nightlife",True,,,True,,,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,11:30-0:0,9:0-0:0,9:0-0:0
DD Mau Restaurants (Chinatown) Inc,DD Mau Chinatown,V6A 1T6,145 E Pender Street,49.2805781,-123.1008024,3.934210526315789,4.0,71,"Bars, Lounges, Vietnamese, Sandwiches, Nightlife, Restaurants",True,2.0,,True,,,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,
Suki's Beauty Bazaar Ltd,Storm City Coffee,V6R 2B4,3403 W Broadway,49.2644662614,-123.1800525376,3.827586206896552,4.0,24,"Desserts, Coffee & Tea, Patisserie/Cake Shop, Food",,2.0,,True,,,8:0-14:0,8:0-14:0,8:0-14:0,8:0-14:0,8:0-14:0,8:0-14:0,9:0-15:0
0899684 BC Ltd,Golden Swan Restaurant,V5P 3V7,5380 Victoria Drive,49.2361844,-123.0649258,3.480916030534351,3.5,126,"Chinese, Dim Sum, Seafood, Restaurants",False,2.0,u'average',False,,,9:30-14:30,9:30-14:30,9:30-14:30,9:30-14:30,9:30-14:30,9:30-14:30,9:30-14:30
1210878 BC Ltd,Shilla Korean Restaurant,V5V 3C7,1031 Kingsway,49.2537297,-123.0830987,3.0,3.0,21,"Restaurants, Korean",True,,,False,,,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
Palate Cafe Hastings Inc,Palate Kitchen,V6C 1C8,848 W Hastings Street,49.2863131,-123.11565729999998,3.8684210526315783,4.0,33,"Cafes, Restaurants, Breakfast & Brunch, Food, Coffee & Tea",,2.0,,,,,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,9:0-16:0,9:0-17:0
QE Hospitality Ltd,Browns Socialhouse QE Theatre,V6B 2P1,675 Cambie St,49.2798957,-123.11312859999998,3.75,4.0,15,"Burgers, Bars, Pubs, Restaurants, Nightlife",,,,True,,,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,10:0-0:0,10:0-0:0
1237859 BC Ltd,Icy Bar,V5R 5M2,3618 Kingsway,49.232055200000005,-123.0260317,3.473958333333333,3.5,91,"Desserts, Nightlife, Ice Cream & Frozen Yogurt, Food",,1.0,'average',False,,,14:0-0:0,,14:0-0:0,14:0-0:0,12:0-1:0,12:0-1:0,12:0-0:0
New Kikusushi Japanese Restaurant Ltd,Kiku Sushi,V6E 4S9,1368 W Pender St,49.2893002789,-123.1270445511,3.3529411764705883,3.5,12,"Restaurants, Sushi Bars",,,,,,,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,12:0-21:0
Bonjour Vietnam Restaurant Corp,Bonjour Vietnam Bistro,V5V 4E4,3944 Fraser Street,49.249668,-123.0899331,4.291666666666667,4.5,31,"Vietnamese, Restaurants",,,,,,,,17:0-21:30,17:0-21:30,17:0-22:0,17:0-22:0,12:0-22:0,12:0-22:0
1197024 BC Ltd,Vonns,V6G 2M9,"1184 Denman Street, Suite 104",49.2872573,-123.1412277,3.8181818181818175,4.5,6,"Halal, Restaurants, Burgers",,,,,,,,,,,,,
Sazon Mexican Cuisine Ltd,Sazon Mexican Cuisine,V6K 1P7,2698 W 4th Avenue,49.268222,-123.166207,3.2916666666666665,3.5,7,"Mexican, Restaurants",,,,False,,,8:0-21:0,8:0-21:0,8:0-21:0,8:0-20:0,8:0-22:0,8:0-22:0,8:0-21:0
Vij's Lantern Inc,Vij's Restaurant,V5Z 2W2,3106 Cambie Street,49.2575375,-123.1147884,3.984126984126984,4.0,310,"Indian, Restaurants",True,3.0,u'average',True,,,17:30-22:30,17:30-22:30,17:30-22:30,17:30-22:30,17:30-22:30,17:30-22:30,17:30-22:30
Best Bite Mexican Food Ltd,Best Bite Donair,V6E 1M5,1091 Davie Street,49.280320659,-123.1308539584,3.827586206896552,4.0,24,"Poutineries, Donairs, Mediterranean, Mexican, Sandwiches, Food, Restaurants",False,1.0,,True,,,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-3:0,11:0-3:0,
Dalina Investments Inc,Dalina,V6A 2V4,687 Main Street,49.2787627,-123.1003603,4.40625,4.5,75,"Internet Cafes, Cafes, Grocery, Food, Sandwiches, Restaurants, Delis, Coffee & Tea",False,2.0,u'average',True,,,0:0-0:0,7:0-18:0,7:0-17:0,7:0-17:0,7:0-17:0,8:0-17:0,8:0-17:0
Pacifico Restaurants Inc,Pacifico Pizzeria & Ristorante,V6Z 0A4,970 Smithe Street,49.2817962247,-123.1239832428,3.489406779661017,3.5,231,"Restaurants, Pizza, Italian",True,2.0,u'average',False,,,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0
MJK Ventures Ltd,Tim Hortons,V6A 3W9,306 Terminal Avenue,49.2721641377,-123.0978167058,2.592592592592593,2.5,22,"Fast Food, Sandwiches, Bakeries, Coffee & Tea, Food, Donuts, Restaurants, Breakfast & Brunch",False,1.0,,False,,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
RCND Restaurants Co Ltd,Tim Hortons,V5X 0C5,487 Interurban Way,49.209288,-123.11662,2.65625,2.5,11,"Coffee & Tea, Food, Donuts, Bagels, Bakeries",,1.0,,False,,,5:0-2:0,5:0-2:0,5:0-2:0,5:0-2:0,5:0-2:0,6:0-2:0,6:0-2:0
Eada Coffee Roasters Ltd,My Honey's Buns,V6C 3L2,"925 W Georgia St, Ste 110",49.2841444,-123.1199049,3.0,3.0,8,"Coffee & Tea, Food",,2.0,,False,,,,,,,,,
Kitanoya Marketing Corp,Guu Davie,V6E 1N4,1239 Davie Street,49.282391700000005,-123.1336009,3.0,3.0,14,"Japanese, Food, Izakaya, Tapas Bars, Restaurants",,,,True,,,15:0-22:0,15:0-22:0,15:0-22:0,15:0-22:0,15:0-22:0,15:0-23:0,15:0-23:0
Grounds for Coffee Inc,Grounds For Coffee,V5N 4B2,2088 Commercial Drive,49.2660926,-123.0694748,3.84375,4.0,27,"Food, Bakeries, Coffee & Tea",,2.0,u'average',True,,,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0
Hoya Enterprise Inc,Sun Sushi,V6R 2J1,4512 W 10th Ave,49.2636959,-123.2095971,3.4671052631578947,3.5,71,"Sushi Bars, Japanese, Restaurants",True,1.0,u'average',False,,,,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-21:30
Lavi International Trading Inc,Gong Cha Renfrew,V5M 4T5,2887 E 12th Avenue,49.25934,-123.045194,3.25,3.5,5,"Food, Bubble Tea",,,,,,,,,,,,,
QE Hospitality Ltd,Browns Socialhouse QE Theatre,V6B 2P1,675 Cambie St,49.2798957,-123.11312859999998,3.75,4.0,15,"Burgers, Bars, Pubs, Restaurants, Nightlife",,,,True,,,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,10:0-0:0,10:0-0:0
Potluck Hawker Eatery Ltd,Potluck Hawker Eatery,V5Z 2W8,3424 Cambie Street,49.2545787,-123.1148931,3.4479166666666665,3.5,43,"Restaurants, Indonesian, Singaporean, Malaysian",,,,,,,,17:0-20:30,17:0-20:30,17:0-20:30,17:0-20:30,17:0-20:30,17:0-20:30
RRRJ Holdings Ltd,The Refinery,V6Z 1M1,1115 Granville Street,49.278132,-123.1252148,3.9673202614379086,4.0,148,"Modern European, Local Flavor, Restaurants, Cocktail Bars, Bars, Tapas/Small Plates, Gluten-Free, Beer, Wine & Spirits, Food, Wine Bars, Nightlife, Tapas Bars",True,2.0,u'average',False,,,,,,,19:0-2:0,19:0-2:0,
Sazon Mexican Cuisine Ltd,Sazon Mexican Cuisine,V6K 1P7,2698 W 4th Avenue,49.268222,-123.166207,3.2916666666666665,3.5,7,"Mexican, Restaurants",,,,False,,,8:0-21:0,8:0-21:0,8:0-21:0,8:0-20:0,8:0-22:0,8:0-22:0,8:0-21:0
1205276 BC Ltd,El Guapo,V6B 5T4,1009 Hamilton Street,49.276770283000005,-123.1201145803,3.827586206896552,4.0,24,"Nightlife, Bars, Mexican, Restaurants, Tapas Bars",,,,True,,,,,,,,,
J & R Restaurant Ltd,41 Noodle & Rice Pot House,V6M 2A3,2279 West 41st Avenue,49.2348021,-123.1591685,3.880952380952381,4.0,37,"Noodles, Restaurants, Chinese",True,2.0,u'average',True,,,0:0-0:0,11:0-19:30,11:0-19:30,11:0-19:30,11:0-19:30,11:0-19:30,
Yam Yam Foods Ltd,Hime Sushi,V6R 2H9,4490 west 10th avenue,49.2636989,-123.20873059999998,3.0,3.0,44,"Sushi Bars, Restaurants, Japanese",True,2.0,u'average',False,,,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,
1093102 BC Ltd,Big Bang Sushi,V6G 2M7,1103 Denman St,49.2883087716,-123.1405025348,3.615384615384616,4.0,8,"Sushi Bars, Restaurants, Japanese",,,,,,,,,,,,,
4210 Main Restaurant Ltd,The Main,V5V 3P9,4210 Main Street,49.2474396,-123.1009578,3.0,3.0,94,"Beer Bar, Pubs, Mediterranean, Pizza, Nightlife, Burgers, Restaurants, Bars",True,2.0,u'average',True,,,12:0-1:0,12:0-1:0,12:0-1:0,12:0-1:0,12:0-1:0,11:0-1:0,11:0-23:0
Oddfish Kits GP Inc,Oddfish,V6J 5B8,1889 W 1st Avenue,49.270894,-123.147586,3.925373134328358,4.0,62,"Restaurants, Seafood",True,3.0,u'average',,,,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30
Haiyi Seafood Restaurant Ltd,Haiyi Seafood Restaurant,V5V 3R8,4818 Main Street,49.2420795569,-123.1010937558,3.441860465116279,3.5,38,"Restaurants, Chinese, Seafood, Cantonese",True,2.0,,False,,,,,,,,,
1415410 BC LTD,So Hyang Korean Cuisine,V5W 3A3,6345 Fraser Street,49.2269977,-123.09092350000002,4.472118959107807,4.5,264,"Korean, Restaurants",True,2.0,'average',False,False,,0:0-0:0,,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30
1208276 B.C. LTD,Joon's Kitchen,V6H 2K8,3093 Oak Street,49.2580519,-123.1271478,3.891304347826087,4.0,41,"Restaurants, Japanese, Korean",,,,,,,11:30-22:0,,11:30-22:0,11:30-22:0,11:30-23:0,11:30-23:0,11:30-22:0
MEHMI ENTERPRISES Ltd,Handi Grill,V6R 2B7,3618 W Broadway,49.2642143,-123.1840811,3.4603174603174605,3.5,58,"Restaurants, Indian",True,2.0,u'average',False,,,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,12:0-22:0,12:0-22:0
1455124 BC LTD,Alibi Room,V6A 1B8,157 Alexander Street,49.2842019445,-123.1001915385,4.486162361623617,4.5,537,"American (New), Gastropubs, Nightlife, Restaurants, Tapas Bars, Bars, Pubs, Canadian (New)",True,2.0,u'loud',True,,,16:30-22:30,16:30-22:30,16:30-22:30,16:30-22:30,16:30-23:0,16:30-23:0,16:30-22:30
